region,lat,lng
Gumma-ken Kiryu-shi,36.4053581,139.3304143
Gumma-ken Isesaki-shi,36.3118354,139.1965435
Gumma-ken Ota-shi,36.2909373,139.3760432
Gumma-ken Numata-shi,36.64615380000001,139.0441704
Gumma-ken Tatebayashi-shi,36.244806,139.5422532
Gumma-ken Shibukawa-shi,36.489471,139.000443
Gumma-ken Fujioka-shi,36.2585982,139.0745188
Gumma-ken Tomioka-shi,36.2598997,138.8901439
Gumma-ken Annaka-shi,36.3262928,138.8873823
Gumma-ken Midori-shi,36.39483180000001,139.2811456
Gumma-ken Shinto-mura,36.4386334,138.9671283
Gumma-ken Yoshioka-machi,36.4473994,139.0098848
Gumma-ken Ueno-mura,36.0833141,138.777408
Gumma-ken Kanna-machi,36.11604060000001,138.9168948
Gumma-ken Shimonita-machi,36.2125242,138.789091
Gumma-ken Nammoku-mura,36.1583494,138.7115045
Gumma-ken Kanra-machi,36.2430024,138.9217044
Gumma-ken Nakanojo-machi,36.589992,138.8409472
Gumma-ken Naganohara-machi,36.5523574,138.6376394
Gumma-ken Tsumagoi-mura,36.5168949,138.5302234
Gumma-ken Kusatsu-machi,36.6207181,138.5960945
Gumma-ken Takayama-mura,36.6208536,138.9434993
Gumma-ken Higashiagatsuma-machi,36.5710917,138.8258407
Gumma-ken Katashina-mura,36.7723342,139.2253756
Gumma-ken Kawaba-mura,36.6947504,139.1065164
Gumma-ken Showa-mura,36.639756,139.0659203
Gumma-ken Minakami-machi,36.6786999,138.9990292
Gumma-ken Tamamura-machi,36.3044643,139.1149565
Gumma-ken Itakura-machi,36.2230153,139.6102838
Gumma-ken Meiwa-machi,36.2118745,139.5344993
Gumma-ken Chiyoda-machi,36.217782,139.4423854
Gumma-ken Oizumi-machi,36.248156,139.4051519
Gumma-ken Ora-machi,36.252493,139.4622808
Saitama-ken Saitama-shi,35.8616486,139.6454782
Saitama-ken Saitama-shi Nishi-ku,35.9129635,139.5789316
Saitama-ken Saitama-shi Kita-ku,35.9411058,139.6146102
Saitama-ken Saitama-shi Omiya-ku,35.908649,139.6248081
Saitama-ken Saitama-shi Minuma-ku,35.9276379,139.6605146
Saitama-ken Saitama-shi Chuo-ku,35.8812049,139.6248081
Saitama-ken Saitama-shi Sakura-ku,35.8638181,139.6044141
Saitama-ken Saitama-shi Urawa-ku,35.8752537,139.6554124
Saitama-ken Saitama-shi Minami-ku,35.8427486,139.6656173
Saitama-ken Saitama-shi Midori-ku,35.88096400000001,139.6809281
Saitama-ken Saitama-shi Iwatsuki-ku,35.9441044,139.7013486
Saitama-ken Kawagoe-shi,35.9251335,139.4858042
Saitama-ken Kumagaya-shi,36.1471963,139.3889796
Saitama-ken Kawaguchi-shi,35.8077356,139.7241874
Saitama-ken Gyoda-shi,36.13905,139.4559326
Saitama-ken Chichibu-shi,35.9916443,139.0855869
Saitama-ken Tokorozawa-shi,35.799423,139.4687112
Saitama-ken Hanno-shi,35.8551031,139.3286081
Saitama-ken Kazo-shi,36.1313882,139.6017706
Saitama-ken Honjo-shi,36.2435479,139.1904765
Saitama-ken Higashimatsuyama-shi,36.0422084,139.399972
Saitama-ken Kasukabe-shi,35.9752624,139.752313
Saitama-ken Sayama-shi,35.8528389,139.412183
Saitama-ken Hanyu-shi,36.1726709,139.5484587
Saitama-ken Konosu-shi,36.0659102,139.5221704
Saitama-ken Fukaya-shi,36.19748149999999,139.2814476
Saitama-ken Ageo-shi,35.9774474,139.5931801
Saitama-ken Soka-shi,35.8254078,139.805378
Saitama-ken Koshigaya-shi,35.889699,139.7914855
Saitama-ken Warabi-shi,35.8255916,139.6797571
Saitama-ken Toda-shi,35.8175849,139.6777785
Saitama-ken Iruma-shi,35.8358,139.3910788
Saitama-ken Asaka-shi,35.7971702,139.5936412
Saitama-ken Shiki-shi,35.836195,139.5800582
Saitama-ken Wako-shi,35.7813326,139.6058063
Saitama-ken Niiza-shi,35.7931531,139.5657297
Saitama-ken Okegawa-shi,36.0057661,139.5425834
Saitama-ken Kuki-shi,36.0620291,139.6667767
Saitama-ken Kitamoto-shi,36.0268034,139.5301988
Saitama-ken Yashio-shi,35.8226792,139.8392388
Saitama-ken Fujimi-shi,35.8568571,139.5479658
Saitama-ken Misato-shi,35.8302262,139.8723305
Saitama-ken Hasuda-shi,35.9943676,139.6621755
Saitama-ken Sakado-shi,35.9573572,139.4031395
Saitama-ken Satte-shi,36.0780984,139.7258809
Saitama-ken Tsurugashima-shi,35.9345047,139.3931269
Saitama-ken Hidaka-shi,35.907725,139.3390159
Saitama-ken Yoshikawa-shi,35.89614710000001,139.8555545
Saitama-ken Fujimino-shi,35.8793521,139.5196171
Saitama-ken Shiraoka-shi,36.0191142,139.6768529
Saitama-ken Ina-machi,35.9995841,139.6244708
Saitama-ken Miyoshi-machi,35.8283861,139.5264752
Saitama-ken Moroyama-machi,35.9415618,139.3159588
Saitama-ken Ogose-machi,35.9415618,139.3159588
Saitama-ken Namegawa-machi,36.0660069,139.3608153
Saitama-ken Ranzan-machi,36.0565356,139.3205509
Saitama-ken Ogawa-machi,36.0566279,139.2619099
Saitama-ken Kawajima-machi,35.9924665,139.4842887
Saitama-ken Yoshimi-machi,36.0398693,139.4537596
Saitama-ken Hatoyama-machi,35.9816953,139.3342705
Saitama-ken Tokigawa-machi,36.0086728,139.2970117
Saitama-ken Yokoze-machi,35.9872839,139.1000149
Saitama-ken Minano-machi,36.0708608,139.0986656
Saitama-ken Nagatoro-machi,36.1147677,139.1096114
Saitama-ken Ogano-machi,36.0172767,139.0086755
Saitama-ken Higashichichibu-mura,36.058252,139.1946875
Saitama-ken Misato-machi,36.1771581,139.1815144
Saitama-ken Kamikawa-machi,36.2138888,139.1017711
Saitama-ken Kamisato-machi,36.2518136,139.1451633
Saitama-ken Yorii-machi,36.1184155,139.1929538
Saitama-ken Miyashiro-machi,36.022654,139.7229838
Saitama-ken Sugito-machi,36.0258508,139.7367433
Saitama-ken Matsubushi-machi,35.9256101,139.8152763
Chiba-ken Chiba-shi,35.6074041,140.1065366
Chiba-ken Chiba-shi Chuo-ku,35.5830713,140.1318017
Chiba-ken Chiba-shi Hanamigawa-ku,35.6774054,140.0906731
Chiba-ken Chiba-shi Inage-ku,35.6486955,140.1112339
Chiba-ken Chiba-shi Wakaba-ku,35.615574,140.2141425
Chiba-ken Chiba-shi Midori-ku,35.56018960000001,140.2141425
Chiba-ken Chiba-shi Mihama-ku,35.6349811,140.064982
Chiba-ken Choshi-shi,35.7340035,140.8267464
Chiba-ken Ichikawa-shi,35.7135721,139.9279808
Chiba-ken Funabashi-shi,35.6945485,139.9827277
Chiba-ken Tateyama-shi,34.9965461,139.870044
Chiba-ken Kisarazu-shi,35.3812515,139.9248871
Chiba-ken Matsudo-shi,35.7876663,139.9033248
Chiba-ken Noda-shi,35.9551753,139.8741905
Chiba-ken Mobara-shi,35.4285509,140.2881398
Chiba-ken Narita-shi,35.7766588,140.3187418
Chiba-ken Sakura-shi,35.7235977,140.2239389
Chiba-ken Togane-shi,35.5597298,140.3653199
Chiba-ken Asahi-shi,35.720454,140.6466177
Chiba-ken Narashino-shi,35.6816407,140.0271941
Chiba-ken Kashiwa-shi,35.8675958,139.9757575
Chiba-ken Katsuura-shi,35.1522272,140.3208833
Chiba-ken Ichihara-shi,35.4978821,140.1148672
Chiba-ken Nagareyama-shi,35.8563392,139.9029533
Chiba-ken Yachiyo-shi,35.7224358,140.0998762
Chiba-ken Abiko-shi,35.8641008,140.0282205
Chiba-ken Kamogawa-shi,35.1133206,140.0990322
Chiba-ken Kamagaya-shi,35.7768605,140.0007716
Chiba-ken Kimitsu-shi,35.3304451,139.9024787
Chiba-ken Futtsu-shi,35.3040598,139.8571263
Chiba-ken Urayasu-shi,35.6531598,139.9019863
Chiba-ken Yotsukaido-shi,35.6697744,140.167948
Chiba-ken Sodegaura-shi,35.4302559,139.9548805
Chiba-ken Yachimata-shi,35.6659061,140.318025
Chiba-ken Inzai-shi,35.8326275,140.1456967
Chiba-ken Shiroi-shi,35.7913072,140.055628
Chiba-ken Tomisato-shi,35.7267856,140.3430617
Chiba-ken Minamiboso-shi,35.042651,139.839879
Chiba-ken Sosa-shi,35.7079052,140.5643284
Chiba-ken Katori-shi,35.8977688,140.4993404
Chiba-ken Sammu-shi,35.6030314,140.4135919
Chiba-ken Isumi-shi,35.2539324,140.3850494
Chiba-ken Oamishirasato-shi,35.5217735,140.3209903
Chiba-ken Shisui-machi,35.7248318,140.2695083
Chiba-ken Sakae-machi,35.84084320000001,140.2439245
Chiba-ken Kozaki-machi,35.9015075,140.4051442
Chiba-ken Tako-machi,35.7355858,140.467738
Chiba-ken Tonosho-machi,35.8372159,140.6684003
Chiba-ken Kujukuri-machi,35.5348912,140.4396558
Chiba-ken Shibayama-machi,35.693119,140.414207
Chiba-ken Yokoshibahikari-machi,35.6655925,140.5043503
Chiba-ken Ichinomiya-machi,35.3725402,140.368552
Chiba-ken Mutsuzawa-machi,35.3610828,140.3194357
Chiba-ken Chosei-mura,35.412212,140.3541233
Chiba-ken Shirako-machi,35.454338,140.3744059
Chiba-ken Nagara-machi,35.4311718,140.2272821
Chiba-ken Chonan-machi,35.3864095,140.2371693
Chiba-ken Otaki-machi,35.2851872,140.2454217
Chiba-ken Onjuku-machi,35.1916097,140.3485902
Chiba-ken Kyonan-machi,35.1111452,139.8357167
Tokyo-to Ku-area,35.6761919,139.6503106
Tokyo-to Chiyoda-ku,35.6940309,139.7537719
Tokyo-to Chuo-ku,35.671201714963765,139.77703631005014
Tokyo-to Minato-ku,35.65808130000001,139.7515077
Tokyo-to Shinjuku-ku,35.6938253,139.7033559
Tokyo-to Bunkyo-ku,35.7078686,139.7524369
Tokyo-to Taito-ku,35.7125736,139.7802043
Tokyo-to Sumida-ku,35.7107479,139.8016393
Tokyo-to Koto-ku,35.6727748,139.8174521
Tokyo-to Shinagawa-ku,35.6091973,139.7303364
Tokyo-to Meguro-ku,35.6414529,139.6980773
Tokyo-to Ota-ku,35.561407,139.7160626
Tokyo-to Setagaya-ku,35.6465615,139.6532924
Tokyo-to Shibuya-ku,35.6619707,139.703795
Tokyo-to Nakano-ku,35.7075331,139.6637591
Tokyo-to Suginami-ku,35.6994705,139.6355204
Tokyo-to Toshima-ku,35.7262664,139.7168209
Tokyo-to Kita-ku,35.7528727,139.7337701
Tokyo-to Arakawa-ku,35.7359339,139.7834758
Tokyo-to Itabashi-ku,35.7512311,139.7092786
Tokyo-to Nerima-ku,35.7356446,139.6516675
Tokyo-to Adachi-ku,35.775017,139.8044129
Tokyo-to Katsushika-ku,35.7432853,139.8472243
Tokyo-to Edogawa-ku,35.7067011,139.8681899
Tokyo-to Hachioji-shi,35.66738836962325,139.28071987761655
Tokyo-to Tachikawa-shi,35.7134355,139.4080089
Tokyo-to Musashino-shi,35.71769159999999,139.5660882
Tokyo-to Mitaka-shi,35.6833484,139.5598366
Tokyo-to Ome-shi,35.80500298847153,139.24233786938942
Tokyo-to Fuchu-shi,35.671381657992654,139.48021735867792
Tokyo-to Akishima-shi,35.7059102,139.3540161
Tokyo-to Chofu-shi,35.6506111,139.5407215
Tokyo-to Machida-shi,35.546656,139.4385568
Tokyo-to Koganei-shi,35.6994563,139.5030584
Tokyo-to Kodaira-shi,35.72861270000001,139.4775654
Tokyo-to Hino-shi,35.671354,139.3950975
Tokyo-to Higashimurayama-shi,35.761144857995546,139.46981522935155
Tokyo-to Kokubunji-shi,35.7103719,139.4632065
Tokyo-to Kunitachi-shi,35.68396680000001,139.4413867
Tokyo-to Fussa-shi,35.7384892,139.3270235
Tokyo-to Komae-shi,35.6350187,139.5786651
Tokyo-to Higashiyamato-shi,35.7453849,139.42665
Tokyo-to Kiyose-shi,35.7860547,139.5261729
Tokyo-to Higashikurume-shi,35.7579968,139.5297652
Tokyo-to Musashimurayama-shi,35.754844,139.3874755
Tokyo-to Tama-shi,35.63711,139.4465075
Tokyo-to Inagi-shi,35.6381042,139.504664
Tokyo-to Hamura-shi,35.7671888,139.3108944
Tokyo-to Akiruno-shi,35.7285903,139.2934663
Tokyo-to Nishitokyo-shi,35.7256865,139.5382943
Tokyo-to Mizuho-machi,35.7719078,139.3540145
Tokyo-to Hinode-machi,35.7421193,139.2574277
Tokyo-to Hinohara-mura,35.7268216,139.1488603
Tokyo-to Okutama-machi,35.8095021,139.0960592
Tokyo-to Oshima-machi,34.7501544,139.3554996
Tokyo-to Toshima-mura,34.5291416,139.2819004
Tokyo-to Niijima-mura,34.3770802,139.2568911
Tokyo-to Kouzushima-mura,34.2055236,139.1344994
Tokyo-to Miyake-mura,34.0757574,139.4784335
Tokyo-to Mikurajima-mura,33.8973802,139.5958016
Tokyo-to Hachijo-machi,33.1127894,139.788992
Tokyo-to Aogashima-mura,32.4665329,139.7636109
Tokyo-to Ogasawara-mura,27.0944288,142.191845
Kanagawa-ken Yokohama-shi,35.4436739,139.6379639
Kanagawa-ken Yokohama-shi Tsurumi-ku,35.4956281,139.6809281
Kanagawa-ken Yokohama-shi Kanagawa-ku,35.4827827,139.6146102
Kanagawa-ken Yokohama-shi Nishi-ku,35.455207,139.6146102
Kanagawa-ken Yokohama-shi Naka-ku,35.4322553,139.6605146
Kanagawa-ken Yokohama-shi Minami-ku,35.4327206,139.6044141
Kanagawa-ken Yokohama-shi Hodogaya-ku,35.4546455,139.5789316
Kanagawa-ken Yokohama-shi Isogo-ku,35.3908304,139.6146102
Kanagawa-ken Yokohama-shi Kanazawa-ku,35.3422625,139.619709
Kanagawa-ken Yokohama-shi Kohoku-ku,35.526181,139.619709
Kanagawa-ken Yokohama-shi Totsuka-ku,35.4014751,139.5381824
Kanagawa-ken Yokohama-shi Konan-ku,35.3928393,139.5738364
Kanagawa-ken Yokohama-shi Asahi-ku,35.4749831,139.5381824
Kanagawa-ken Yokohama-shi Midori-ku,35.5193224,139.5229088
Kanagawa-ken Yokohama-shi Seya-ku,35.4702771,139.4923735
Kanagawa-ken Yokohama-shi Sakae-ku,35.361149,139.5636473
Kanagawa-ken Yokohama-shi Izumi-ku,35.4218189,139.4974616
Kanagawa-ken Yokohama-shi Aoba-ku,35.55856199999999,139.5178185
Kanagawa-ken Yokohama-shi Tsuzuki-ku,35.5465011,139.5789316
Kanagawa-ken Kawasaki-shi,35.5308325,139.7029125
Kanagawa-ken Kawasaki-shi Kawasaki-ku,35.5222897,139.730788
Kanagawa-ken Kawasaki-shi Saiwai-ku,35.5482343,139.6860325
Kanagawa-ken Kawasaki-shi Nakahara-ku,35.5726851,139.6554124
Kanagawa-ken Kawasaki-shi Takatsu-ku,35.5929998,139.6146102
Kanagawa-ken Kawasaki-shi Tama-ku,35.6218163,139.5381824
Kanagawa-ken Kawasaki-shi Miyamae-ku,35.5857512,139.5738364
Kanagawa-ken Kawasaki-shi Asao-ku,35.5936667,139.5025502
Kanagawa-ken Sagamihara-shi,35.5712568,139.373427
Kanagawa-ken Sagamihara-shi Midori-ku,35.5781751,139.1828385
Kanagawa-ken Sagamihara-shi Chuo-ku,35.5559466,139.3754694
Kanagawa-ken Sagamihara-shi Minami-ku,35.5275279,139.3957836
Kanagawa-ken Yokosuka-shi,35.281498,139.6721655
Kanagawa-ken Hiratsuka-shi,35.3352157,139.3494949
Kanagawa-ken Kamakura-shi,35.3192128,139.5466731
Kanagawa-ken Fujisawa-shi,35.3391654,139.49014
Kanagawa-ken Odawara-shi,35.2648307,139.1523086
Kanagawa-ken Chigasaki-shi,35.3338221,139.4036897
Kanagawa-ken Zushi-shi,35.2955726,139.5804503
Kanagawa-ken Miura-shi,35.1441972,139.6207584
Kanagawa-ken Hadano-shi,35.3747429,139.2199154
Kanagawa-ken Atsugi-shi,35.44309399999999,139.3625403
Kanagawa-ken Yamato-shi,35.48751530000001,139.4579975
Kanagawa-ken Isehara-shi,35.4031334,139.3145107
Kanagawa-ken Ebina-shi,35.4464469,139.3907909
Kanagawa-ken Zama-shi,35.4886016,139.407563
Kanagawa-ken Minamiashigara-shi,35.3206301,139.0997508
Kanagawa-ken Ayase-shi,35.4366072,139.4276365
Kanagawa-ken Hayama-machi,35.2720328,139.5861763
Kanagawa-ken Samukawa-machi,35.3730006,139.3838428
Kanagawa-ken Oiso-machi,35.3076731,139.311384
Kanagawa-ken Ninomiya-machi,35.2994519,139.2551726
Kanagawa-ken Nakai-machi,35.3307448,139.2185817
Kanagawa-ken Oi-machi,35.3265519,139.1566418
Kanagawa-ken Matsuda-machi,35.3481643,139.1394021
Kanagawa-ken Yamakita-machi,35.3606484,139.0838347
Kanagawa-ken Kaisei-machi,35.3363848,139.1235203
Kanagawa-ken Hakone-machi,35.2323825,139.1069355
Kanagawa-ken Manazuru-machi,35.1584376,139.1371349
Kanagawa-ken Yugawara-machi,35.1478719,139.1083302
Kanagawa-ken Aikawa-machi,35.5288397,139.3216178
Kanagawa-ken Kiyokawa-mura,35.4823577,139.2763651
Niigata-ken Niigata-shi,37.9161244,139.0363708
Niigata-ken Niigata-shi Kita-ku,37.9069827,139.1995654
Niigata-ken Niigata-shi Higashi-ku,37.9431126,139.086849
Niigata-ken Niigata-shi Chuo-ku,37.904927,139.0410359
Niigata-ken Niigata-shi Konan-ku,37.8724524,139.11715
Niigata-ken Niigata-shi Akiha-ku,37.795926,139.1099609
Niigata-ken Niigata-shi Minami-ku,37.7709799,139.0286932
Niigata-ken Niigata-shi Nishi-ku,37.8510986,138.9569972
Niigata-ken Niigata-shi Nishikan-ku,37.7477651,138.9082231
Niigata-ken Nagaoka-shi,37.4465187,138.8513499
Niigata-ken Sanjo-shi,37.6365293,138.9616061
Niigata-ken Kashiwazaki-shi,37.371918,138.5590073
Niigata-ken Shibata-shi,37.9483728,139.3274172
Niigata-ken Ojiya-shi,37.3143204,138.7951216
Niigata-ken Kamo-shi,37.6663153,139.0402073
Niigata-ken Tokamachi-shi,37.1282799,138.7553633
Niigata-ken Mitsuke-shi,37.5324559,138.9140916
Niigata-ken Murakami-shi,38.2240045,139.480171
Niigata-ken Tsubame-shi,37.6730962,138.8822389
Niigata-ken Itoigawa-shi,37.0390497,137.862814
Niigata-ken Myoko-shi,37.02521790000001,138.2535519
Niigata-ken Gosen-shi,37.7445396,139.182603
Niigata-ken Joetsu-shi,37.1478952,138.236135
Niigata-ken Agano-shi,37.8344484,139.2259354
Niigata-ken Sado-shi,38.0183025,138.3681401
Niigata-ken Uonuma-shi,37.2297462,138.9602582
Niigata-ken Minamiuonuma-shi,37.0654976,138.8760377
Niigata-ken Tainai-shi,38.0597174,139.4103369
Niigata-ken Seiro-machi,37.9746027,139.2743981
Niigata-ken Yahiko-mura,37.6908517,138.8553927
Niigata-ken Tagami-machi,37.6986677,139.0579722
Niigata-ken Aga-machi,37.6755895,139.4588127
Niigata-ken Izumozaki-machi,37.5307394,138.7094055
Niigata-ken Yuzawa-machi,36.9340516,138.8173338
Niigata-ken Tsunan-machi,37.0142594,138.6524856
Niigata-ken Kariwa-mura,37.422313,138.6224782
Niigata-ken Sekikawa-mura,38.0894013,139.564965
Niigata-ken Awashimaura-mura,38.4682896,139.2545468
Toyama-ken Toyama-shi,36.6958223,137.2137211
Toyama-ken Takaoka-shi,36.7541117,137.0257637
Toyama-ken Uozu-shi,36.8273758,137.4090751
Toyama-ken Himi-shi,36.8559412,136.972892
Toyama-ken Namerikawa-shi,36.7644132,137.3411988
Toyama-ken Kurobe-shi,36.8715431,137.4479886
Toyama-ken Tonami-shi,36.6474737,136.9622228
Toyama-ken Oyabe-shi,36.6750885,136.8686403
Toyama-ken Nanto-shi,36.5122068,136.9006206
Toyama-ken Imizu-shi,36.7306389,137.0755452
Toyama-ken Funahashi-mura,36.703544,137.3074521
Toyama-ken Kamiichi-machi,36.6983914,137.3625478
Toyama-ken Tateyama-machi,36.66346619999999,137.3137323
Toyama-ken Nyuzen-machi,36.93356840000001,137.5021084
Toyama-ken Asahi-machi,36.9461317,137.5597806
Ishikawa-ken Kanazawa-shi,36.5610309,136.6566474
Ishikawa-ken Nanao-shi,37.0428971,136.9674026
Ishikawa-ken Komatsu-shi,36.4084209,136.4458532
Ishikawa-ken Wajima-shi,37.2966415,136.7960242
Ishikawa-ken Suzu-shi,37.4363883,137.260524
Ishikawa-ken Kaga-shi,36.3026929,136.314926
Ishikawa-ken Hakui-shi,36.8936153,136.7790081
Ishikawa-ken Kahoku-shi,36.7543904,136.7243977
Ishikawa-ken Hakusan-shi,36.5144209,136.5655581
Ishikawa-ken Nomi-shi,36.4468791,136.5540708
Ishikawa-ken Nonoichi-shi,36.5194096,136.6097306
Ishikawa-ken Kawakita-machi,36.4684966,136.5423287
Ishikawa-ken Tsubata-machi,36.6690426,136.7286915
Ishikawa-ken Uchinada-machi,36.653549,136.6451263
Ishikawa-ken Shika-machi,37.006482,136.7779323
Ishikawa-ken Hodatsushimizu-cho,36.86281719999999,136.7975166
Ishikawa-ken Nakanoto-machi,36.9886503,136.9016194
Ishikawa-ken Anamizu-machi,37.2310256,136.9124314
Ishikawa-ken Noto-cho,37.3066518,137.1500418
Fukui-ken Fukui-shi,36.0641386,136.219623
Fukui-ken Tsuruga-shi,35.6459465,136.0556972
Fukui-ken Obama-shi,35.4956278,135.7467206
Fukui-ken Ono-shi,35.9797721,136.4875337
Fukui-ken Katsuyama-shi,36.0609258,136.5006393
Fukui-ken Sabae-shi,35.9565042,136.1842325
Fukui-ken Awara-shi,36.21139600000001,136.2290374
Fukui-ken Echizen-shi,35.9034961,136.1687173
Fukui-ken Sakai-shi,36.1667303,136.2314917
Fukui-ken Eiheiji-cho,36.0923343,136.2990788
Fukui-ken Ikeda-cho,35.8911147,136.3439223
Fukui-ken Minamiechizen-cho,35.8349887,136.1944991
Fukui-ken Echizen-cho,35.974015,136.1298901
Fukui-ken Mihama-cho,35.6006207,135.9405049
Fukui-ken Takahama-cho,35.4878584,135.5459546
Fukui-ken Ohi-cho,35.4821283,135.6173548
Fukui-ken Wakasa-cho,35.5491889,135.9085412
Yamanashi-ken Kofu-shi,35.662133,138.5683001
Yamanashi-ken Fujiyoshida-shi,35.4879873,138.8071879
Yamanashi-ken Tsuru-shi,35.5516369,138.9055266
Yamanashi-ken Yamanashi-shi,35.6933453,138.6873168
Yamanashi-ken Otsuki-shi,35.6104591,138.940185
Yamanashi-ken Nirasaki-shi,35.7087847,138.4463872
Yamanashi-ken Minamiarupusu-shi,35.6082676,138.4648353
Yamanashi-ken Hokuto-shi,35.7765179,138.4236536
Yamanashi-ken Kai-shi,35.6608515,138.5162908
Yamanashi-ken Fuefuki-shi,35.6473185,138.6396967
Yamanashi-ken Uenohara-shi,35.6302054,139.1086477
Yamanashi-ken Koshu-shi,35.7042915,138.7294182
Yamanashi-ken Chuo-shi,35.599659,138.5172342
Yamanashi-ken Ichikawamisato-cho,35.565184,138.5024512
Yamanashi-ken Hayakawa-cho,35.4127822,138.3629557
Yamanashi-ken Minobu-cho,35.4674793,138.4425451
Yamanashi-ken Nambu-cho,35.2417198,138.4856384
Yamanashi-ken Fujikawa-cho,35.5614482,138.4614682
Yamanashi-ken Showa-cho,35.6279657,138.5351404
Yamanashi-ken Doshi-mura,35.5281186,139.0335739
Yamanashi-ken Nishikatsura-cho,35.5240903,138.8469501
Yamanashi-ken Oshino-mura,35.4600448,138.8478066
Yamanashi-ken Yamanakako-mura,35.4106457,138.8611439
Yamanashi-ken Narusawa-mura,35.4813342,138.7064223
Yamanashi-ken Fujikawaguchiko-machi,35.4973138,138.7551994
Yamanashi-ken Kosuge-mura,35.7599371,138.9401805
Yamanashi-ken Tabayama-mura,35.7896647,138.9222856
Nagano-ken Nagano-shi,36.6485258,138.1950371
Nagano-ken Matsumoto-shi,36.2380434,137.9719897
Nagano-ken Ueda-shi,36.4019126,138.249075
Nagano-ken Okaya-shi,36.0670021,138.0493709
Nagano-ken Iida-shi,35.51487,137.8217006
Nagano-ken Suwa-shi,36.0391525,138.1140545
Nagano-ken Suzaka-shi,36.6510879,138.3072807
Nagano-ken Komoro-shi,36.3271412,138.4258254
Nagano-ken Ina-shi,35.8274657,137.9540692
Nagano-ken Komagane-shi,35.728854,137.9340239
Nagano-ken Nakano-shi,36.6485258,138.1950371
Nagano-ken Omachi-shi,36.5030082,137.8511234
Nagano-ken Iiyama-shi,36.8517344,138.3654889
Nagano-ken Chino-shi,35.9949904,138.1576589
Nagano-ken Shiojiri-shi,36.1148135,137.9532361
Nagano-ken Saku-shi,36.2487978,138.47685
Nagano-ken Chikuma-shi,36.5338864,138.119971
Nagano-ken Tomi-shi,35.3525643,137.1834224
Nagano-ken Azumino-shi,36.30397860000001,137.9058007
Nagano-ken Koumi-machi,36.0952125,138.4835593
Nagano-ken Kawakami-mura,35.9754884,138.5784482
Nagano-ken Minamimaki-mura,36.0208417,138.4921504
Nagano-ken Minamiaiki-mura,36.0360336,138.5470723
Nagano-ken Kitaaiki-mura,36.0592256,138.5511628
Nagano-ken Sakuho-machi,36.1610275,138.4835445
Nagano-ken Karuizawa-machi,36.3483927,138.5970297
Nagano-ken Miyota-machi,36.3212828,138.508717
Nagano-ken Tateshina-machi,36.2720773,138.3160771
Nagano-ken Aoki-mura,36.3701487,138.1285181
Nagano-ken Nagawa-machi,36.2698987,138.2580282
Nagano-ken Shimosuwa-machi,36.0695678,138.0801295
Nagano-ken Fujimi-machi,35.9146598,138.2406687
Nagano-ken Hara-mura,35.9644513,138.2174935
Nagano-ken Tatsuno-machi,35.9822077,137.987466
Nagano-ken Minowa-machi,35.9150744,137.9819077
Nagano-ken Iijima-machi,35.6766929,137.9196478
Nagano-ken Minamiminowa-mura,35.8729101,137.9750145
Nagano-ken Nakagawa-mura,35.6345535,137.946059
Nagano-ken Miyada-mura,35.7689509,137.9443451
Nagano-ken Matsukawa-machi,35.5971748,137.9096363
Nagano-ken Takamori-machi,35.5515159,137.8786036
Nagano-ken Anan-cho,35.3235906,137.8161616
Nagano-ken Achi-mura,35.4440944,137.7479129
Nagano-ken Hiraya-mura,35.3232905,137.6302506
Nagano-ken Neba-mura,35.2554936,137.5820416
Nagano-ken Shimojo-mura,35.3974136,137.7860315
Nagano-ken Urugi-mura,35.271067,137.7112747
Nagano-ken Tenryu-mura,35.2762278,137.8543406
Nagano-ken Yasuoka-mura,35.3774269,137.8459895
Nagano-ken Takagi-mura,35.5137849,137.8739109
Nagano-ken Toyooka-mura,35.5515418,137.8954052
Nagano-ken Oshika-mura,35.5781847,138.034007
Nagano-ken Agematsu-machi,35.784029,137.6941543
Nagano-ken Nagiso-machi,35.6038071,137.6089611
Nagano-ken Kiso-mura,35.9363518,137.7832002
Nagano-ken Otaki-mura,35.809316,137.5508923
Nagano-ken Okuwa-mura,35.6829149,137.6649313
Nagano-ken Kiso-machi,35.8424988,137.6915171
Nagano-ken Omi-mura,36.4560968,138.0452466
Nagano-ken Ikusaka-mura,36.42517,137.9274909
Nagano-ken Yamagata-mura,36.1680917,137.878912
Nagano-ken Asahi-mura,36.1236042,137.8664475
Nagano-ken Chikuhoku-mura,36.4025451,138.0117382
Nagano-ken Ikeda-machi,36.4213315,137.8745251
Nagano-ken Matsukawa-mura,36.4240441,137.8545079
Nagano-ken Hakuba-mura,36.6981614,137.8619333
Nagano-ken Otari-mura,36.779238,137.9083847
Nagano-ken Sakaki-machi,36.4616691,138.1803458
Nagano-ken Obuse-machi,36.6976499,138.312086
Nagano-ken Takayama-mura,36.6797803,138.363289
Nagano-ken Yamanouchi-machi,36.7446479,138.4128175
Nagano-ken Kijimadaira-mura,36.8585206,138.4066807
Nagano-ken Nozawaonsen-mura,36.9228462,138.4405097
Nagano-ken Shinano-machi,36.8064163,138.2071583
Nagano-ken Ogawa-mura,36.6172441,137.9747017
Nagano-ken Iizuna-machi,36.7547011,138.2355858
Nagano-ken Sakae-mura,36.9876603,138.5775094
